Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR25591476733870080,WELD STRONG,EIN ID 84-3023422,US,US-Federal,3,1400,1250,107250,2450,9500,34000,9500,435000,5600,6075,13500,1150,2200
AR255943835677360128,PENNSYLVANIA DEMOCRATIC PARTY,EIN ID 23-0519390,US,US-Federal,4,9100,8350,689750,16325,63200,227000,62000,2940000,37900,40350,90000,7300,15000
AR255979294927355904,HOPEWELL FUND,EIN ID 47-3681860,US,US-Federal,3,0,0,1000,25,100,0,0,7500,100,75,0,0,0
AR256020870210781184,BALANCE NEW YORK,EIN ID 46-4056959,US,US-Federal,9,3100,2700,223500,5250,19900,69000,20000,862500,11600,12525,27750,2350,4600
AR256256303138078720,MARK RAZZOLI FOR CONGRESS,EIN ID 84-2811656,US,US-Federal,3,100,50,4500,100,400,1000,500,22500,200,300,750,50,0
AR256753900869124096,PETER MEIJER FOR CONGRESS,FEC ID H0MI03308,US,US-Federal,43,1600,1350,119250,2675,10300,36000,10000,480000,6100,6675,14250,1250,2400
AR256787917010108416,CSV - Chrëschtlech Sozial Vollekspartei,,"EU, LU",EU-Parliament,1,800,750,58250,1475,5600,19000,5500,247500,3200,3600,8250,650,1200
AR256896356344397824,ADAM PUTNAM CAMPAIGN,EIN ID 26-4163969,US,US-Federal,7,4400,3800,309000,7400,28100,97000,28000,1222500,16100,17550,40500,3450,6600
AR256918209137999872,CATHOLICVOTE.ORG CANDIDATE FUND,FEC ID C00494021,US,US-Federal,2,200,150,11000,275,1100,4000,1000,45000,600,675,1500,150,200
AR257142234632159232,SPD Berlin,,"DE, EU",EU-Parliament,16,1900,1700,131250,3300,12500,43000,12500,540000,7200,8025,18000,1450,2800
AR257252048355983360,NEW CIVIL LIBERTIES ALLIANCE,EIN ID 81-3474290,US,US-Federal,1,0,0,2000,50,200,1000,0,7500,100,150,0,0,0
AR257323104294928384,PLANNED PARENTHOOD VOTES,EIN ID 13-4128897,US,US-Federal,48,30200,26550,2197000,51900,197300,683000,198000,8617500,114100,124425,275250,23200,45800
AR257535722355949568,GROOMS FOR SENATE,EIN ID 81-2152654,US,US-Federal,6,5200,4650,390250,9100,35100,124000,34500,1627500,20700,22500,48750,4100,8200
AR257770193210572800,MISSOURI 2ND DISTRICT FOR CHANGE,EIN ID 82-1377069,US,US-Federal,3,500,450,36250,850,3300,11000,3500,142500,1900,2025,4500,400,800
AR257817197332660224,MARA ELLIOTT FOR CITY ATTORNEY 2020,EIN ID 83-2778451,US,US-Federal,2,800,750,59750,1500,5700,19000,5500,255000,3300,3675,8250,650,1400
AR257833277690216448,RACHELLE AUD CROWE FOR SENATE,EIN ID 82-2812972,US,US-Federal,2,1700,1500,124500,2900,11100,38000,11000,480000,6400,6975,15750,1300,2600
AR257919177036136448,KENNEDY FOR MASSACHUSETTS,FEC ID C00717108,US,US-Federal,276,71400,64650,5074750,126475,480600,1657000,483000,21525000,278700,307875,690750,56200,111800
AR258041978741063680,DLCC TEXAS,Registered in Texas 00083981,US,US-Federal,6,400,350,30500,675,2600,9000,2500,120000,1500,1650,3750,300,600
AR258291980197429248,FAIRMAPSVIRGINIA,EIN ID 85-1727356,US,US-Federal,1,100,100,10750,250,900,3000,1000,45000,500,600,1500,100,200
AR25868003908255744,"AMERICAN SECURITY PROJECT, INC",EIN ID 20-4079553,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR258908874940088320,Socialdemokratiet i Region Midtjylland,,"DK, EU, GB",EU-Parliament,79,10500,9400,736000,18425,69800,243000,70500,3060000,40500,44850,101250,8200,16000
AR259008105864495104,MWPOLITICAL,EIN ID 81-4812861,US,US-Federal,111,41700,36950,2993500,72225,274200,950000,275500,12022500,158700,173925,387750,32500,63400
AR259449078746710016,WV PATRIOTS FOR LIBERTY,EIN ID 82-5072957,US,US-Federal,16,3500,3050,254500,5950,22600,79000,22500,982500,13100,14175,31500,2700,5200
AR259497182380425216,AMERICA ONE POLICIES,EIN ID 84-2220838,US,US-Federal,7,12100,10550,908750,20600,79300,279000,78500,3690000,46800,51000,108750,9550,18400
AR25953147339931648,IT Connect Paweł Kociński,,"EU, PL",EU-Parliament,3,1500,1350,106750,2675,10100,35000,10000,442500,5900,6525,15000,1200,2400
AR259634002858606592,Die Freiheitlichen Vorarlberg,,"AT, EU",EU-Parliament,5,3600,3300,259750,6450,24500,85000,24500,1087500,14300,15675,35250,2950,5600
AR259778657357135872,HANSEN FOR COLORADO,EIN ID 47-3290129,US,US-Federal,3,900,850,70500,1625,6300,22000,6000,292500,3700,3975,9000,750,1400
AR25983796226555904,1820 PAC,EIN ID 83-3524895,US,US-Federal,35,116200,105000,8496500,205375,787800,2759000,784000,35910000,461200,503925,1122750,92450,185600
AR260140327963197440,MPhilms,,"EU, SK",EU-Parliament,9,1700,1500,116750,2925,11100,38000,11000,487500,6400,7125,15750,1300,2600
AR260324977197187072,FRENCH FOR ARIZONA,Registered in Arizona 201800278,US,US-Federal,3,2500,2100,184000,4150,16000,56000,16000,757500,9400,10275,21750,1900,3800
AR260848825768345600,SOREN SORENSEN FOR US HOUSE,FEC ID C00680793,US,US-Federal,2,500,450,37000,825,3200,11000,3000,150000,1900,2025,4500,400,800
AR260884766054678528,OPPORTUNITY FOR ALL FLORIDIANS,EIN ID 84-2952039,US,US-Federal,30,54600,49600,4061750,97025,373800,1322000,370000,17130000,220200,239175,526500,43300,87400
AR260949637240717312,US FUTURE FUND,EIN ID 83-0893870,US,US-Federal,2,600,550,44000,1050,4000,15000,4000,187500,2400,2550,6000,450,1000
AR260955615835193344,JON HOLLIS 4 CONGRESS,FEC ID C00710129,US,US-Federal,23,100,100,9750,250,900,3000,1000,37500,500,600,1500,100,200
AR261087419791572992,ABBY BROYLES FOR US SENATE,FEC ID C00725762,US,US-Federal,29,5700,5150,433750,10050,38900,138000,38500,1792500,22900,24825,54000,4600,9000
AR261100132894769152,Erica Stanford,,NZ,,6,0,50,3000,75,300,1000,500,15000,100,150,0,50,0
AR261128857636044800,COMMITTEE TO ELECT TOM BRACKEN,EIN ID 83-2508253,US,US-Federal,3,800,700,55500,1400,5300,18000,5500,225000,3000,3375,7500,600,1200
AR261220117101150208,CITIZENS FOR GAVARONE,EIN ID 81-3261434,US,US-Federal,17,4800,4050,354250,7975,30700,108000,30500,1447500,18100,19725,42000,3700,7200
AR261266227870040064,"POET, LLC",EIN ID 20-4218604,US,US-Federal,16,18100,16150,1263250,31575,119800,416000,120500,5257500,69400,76875,174000,14100,27600
AR261339963868577792,MICHIGAN FREEDOM NETWORK,Registered in Michigan 516317,US,US-Federal,15,200,150,14500,325,1300,4000,1500,60000,700,825,1500,150,200
AR261371849705783296,MCDONALD FOR ASSEMBLY,EIN ID 45-5212860,US,US-Federal,2,5500,4900,417250,9600,37100,131000,36500,1695000,21800,23700,51750,4400,8600
AR26137796573921280,KIRK DEVIERE CAMPAIGN COMMITTTEE,EIN ID 82-4505520,US,US-Federal,3,600,500,43750,975,3800,13000,4000,180000,2200,2475,5250,450,800
AR261465102035714048,"VIRGINIA SENATE REPUBLICAN CAUCUS, INC.",EIN ID 26-2971834,US,US-Federal,14,7500,6750,532250,13225,50300,173000,50500,2227500,28900,32100,72750,5850,11800
AR2615463284572160,JOY ROCKWELL ENTERPRISES,EIN ID 59-3451625,US,US-Federal,34,2000,1800,142250,3500,13300,46000,13500,592500,7700,8475,18750,1550,3000
AR2616013040386048,FDP Kreisverband Bielefeld,,"DE, EU",EU-Parliament,41,10100,8650,732500,16950,65000,227000,64500,2992500,38000,41775,90750,7750,15200
AR261628035915055104,COMMITTEE TO ELECT TC CLEMENTS,EIN ID 84-3813595,US,US-Federal,22,200,200,16500,400,1500,5000,1500,67500,900,975,2250,200,400
AR26168376741068800,"Sandoval Creative, INC",EIN ID 80-0011788,US,US-Federal,7,3400,2900,235500,5650,21500,74000,21500,937500,12400,13425,30750,2600,5000
AR261749257072017408,KARI CHESNEY FRIENDS OF,EIN ID 84-1955529,US,US-Federal,1,300,300,26500,625,2400,9000,2500,112500,1500,1575,3750,300,600
AR26175935883509760,DIANA FOR CONGRESS,FEC ID C00741090,US,US-Federal,7,4500,4050,343500,7950,30700,109000,30500,1425000,18200,19650,42750,3650,7200
AR261854466590900224,Mario Malossini,,"EU, IT",EU-Parliament,5,200,200,16000,400,1500,5000,1500,67500,900,975,2250,200,400
AR262011421875765248,"CONSUMER COALITION OF OKLAHOMA, INC.",EIN ID 46-2350836,US,US-Federal,20,128100,112400,9303500,219800,834300,2900000,838500,36255000,484000,526050,1170000,99000,194400
AR262084127082151936,The Brexit Party,,"EU, GB",EU-Parliament,47,189700,171900,13590000,336200,1278300,4397000,1284500,57382500,736700,818775,1836750,147900,297200
AR262091823663546368,МАСТЪРСЕО ООД,,"BG, EU",EU-Parliament,5,100,100,6750,175,600,2000,500,30000,400,375,750,50,200
AR262213319698415616,VIACOM INTERNATIONAL INC.,EIN ID 20-3696882,US,US-Federal,103,69100,60500,4954250,118350,450800,1565000,451000,20332500,261900,289050,633000,54400,104200
AR262237234076319744,FDP Nürnberg,,"DE, EU",EU-Parliament,139,9600,8700,695750,17025,65100,221000,65000,2932500,37400,41775,92250,7450,15200
AR262288773683871744,SVERIGES SOCIALDEMOKRATISKA ARBETAREPARTI,,"EU, FI, NL, SE",EU-Parliament,366,58800,52400,4125750,102525,389600,1354000,391500,17167500,225800,249900,561750,46150,90000
AR262331173601017856,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, INC.",EIN ID 94-0707299,US,US-Federal,56,3000,2700,213500,5300,20200,69000,20000,892500,11600,12900,28500,2350,4600
AR262602271936741376,"PIEDMONT RISING, INC.",EIN ID 84-2378026,US,US-Federal,24,309000,276950,23175500,541775,2093800,7397000,2065500,97012500,1237300,1338975,2940000,246100,492800
AR262734694368411648,MCCLINTOCK FOR CONGRESS,FEC ID C00446815,US,US-Federal,37,9500,8050,677750,15800,60300,210000,60000,2737500,35200,38325,83250,7200,14200
AR262855090891653120,JOSH NEWMAN FOR SENATE 2020,Registered in California,US,US-Federal,14,800,750,63250,1425,5500,19000,5500,255000,3200,3525,7500,650,1200
AR262874882100953088,"CITIZENS FOR THE TRUTH ABOUT AMENDMENT 3, INC.",EIN ID 83-1141001,US,US-Federal,55,12100,10600,891750,20750,78800,274000,79000,3435000,45700,49425,110250,9400,18600
AR263126326666330112,KIND FOR CONGRESS COMMITTEE,FEC ID C00312017,US,US-Federal,2,4500,3800,305250,7475,28200,99000,28500,1245000,16600,17775,39750,3400,6600
AR263156357077663744,DOMOVINSKI POKRET MIROSLAVA ŠKORE,,"EU, HR, SI",EU-Parliament,221,15500,13800,1169750,26975,104400,368000,103000,4867500,61500,66750,144750,12500,24000
AR263340593994792960,REPUBLICAN DOGS,EIN ID 84-4335263,US,US-Federal,96,5000,4350,374500,8500,32800,115000,32500,1522500,19300,21075,45000,3900,7800
AR2634429860151296,MIKE GALLAGHER FOR WISCONSIN,FEC ID C00610212,US,US-Federal,187,57900,50450,4243500,98650,374600,1301000,376500,16312500,217200,235200,522750,44550,88200
AR263444497843617792,DIGITAL ALCHEMY LIMITED LIABILITY COMPANY,EIN ID 81-1550616,US,US-Federal,4,6800,6200,484250,12100,46200,155000,46000,2092500,26500,29625,65250,5200,10600
AR263857639337754624,ROB WITTMAN FOR CONGRESS,FEC ID C00441014,US,US-Federal,43,12900,11150,926750,21825,83000,288000,83000,3652500,48200,52200,117000,9900,19600
AR264135472182198272,CARA DEROSE,,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR264204810134224896,GREGORY COLL FOR CONGRESS,FEC ID C00734426,US,US-Federal,3,900,800,65250,1525,5800,21000,6000,270000,3400,3750,8250,700,1400
AR264252226573172736,FRIENDS OF SCOTT WALKER INC.,EIN ID 39-1816136,US,US-Federal,54,34100,29600,2440750,57875,219600,763000,220500,9570000,127400,137775,307500,26200,51200
AR264315792089153536,HUIZENGA FOR CONGRESS,EIN ID 26-4187034,US,US-Federal,6,300,250,22000,500,1900,7000,2000,90000,1100,1200,2250,250,400
AR2646249610149888,RGA RIGHT DIRECTION PAC,EIN ID 27-3729634,US,US-Federal,92,181300,162800,12946750,318375,1210400,4201000,1215000,54510000,704900,775425,1737750,144650,282400
AR264669216358006784,MAURO SENATE CAMPAIGN TEAM,FEC ID C00706648,US,US-Federal,39,17500,15850,1306000,30975,119700,424000,118000,5467500,70300,76425,167250,14000,28000
AR264932274514952192,JAIME HARRISON FOR US SENATE,FEC ID C00696153,US,US-Federal,431,2279500,1983400,169207250,3879650,14919100,52225000,14779000,691740000,8761500,9581775,20692500,1771050,3501000
AR265378126480015360,BRINDISI FOR CONGRESS,FEC ID C00648725,US,US-Federal,58,63900,54800,4625750,107175,408500,1424000,408000,18382500,238700,259575,567000,48900,96000
AR265388365682049024,OUR VOICE OUR VOTE ARIZONA,EIN ID 82-3222019,US,US-Federal,2,1500,1350,107250,2650,10100,35000,10000,450000,5800,6450,14250,1150,2400
AR26541386060791808,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,FEC ID C00162339,US,US-Federal,141,18400,16250,1334750,31800,121000,420000,121500,5295000,70100,76275,169500,14250,28000
AR265442585349193728,PARSON FOR MISSOURI,EIN ID 27-0201130,US,US-Federal,10,14200,12950,1057000,25325,97700,348000,96500,4530000,58000,62250,141000,11400,23200
AR265472890638434304,THE MCCLATCHY COMPANY,EIN ID 52-2080478,US,US-Federal,4,0,0,500,0,0,0,0,0,0,0,0,0,0
AR265664274381144064,SIMPSON PUBLIC AFFAIRS LLC,EIN ID 46-5154340,US,US-Federal,2,15200,13550,1056000,26550,100500,349000,101500,4410000,58100,64275,144750,12100,23000
AR265715126793928704,ENERGY 45 FUND,EIN ID 83-3502943,US,US-Federal,21,1000,850,68000,1675,6400,22000,6500,277500,3700,4125,9000,750,1400
AR26596430361657344,PERRY GERSHON FOR CONGRESS,EIN ID 82-1979861,US,US-Federal,2,15000,13350,1140000,26100,101100,356000,99500,4620000,59500,64650,141000,12050,23200
AR266019004320055296,BRIAN EVANS FOR US CONGRESS,FEC ID C00738955,US,US-Federal,62,1400,1250,106750,2475,9600,34000,9500,435000,5600,6150,13500,1150,2200
AR266204478187765760,FRIENDS OF KAREN MCMAHON,EIN ID 82-3746259,US,US-Federal,2,4200,3650,306500,7175,27200,95000,27500,1185000,15800,17100,38250,3250,6400
AR266330303549669376,ANTHONY GONZALEZ FOR CONGRESS,FEC ID C00654079,US,US-Federal,5,3700,3300,272250,6425,24400,85000,24500,1057500,14200,15300,33750,2900,5600
AR266504026386857984,GUPTA FOR CONGRESS,FEC ID C00662213,US,US-Federal,7,2900,2500,200000,4900,18500,64000,18500,810000,10800,11625,25500,2200,4200
AR26687346229379072,VIRGINIA FOXX FOR CONGRESS,FEC ID C00386748,US,US-Federal,56,21700,19200,1555750,37525,142700,491000,143500,6322500,82400,90675,201000,16650,33000
AR266895727404253184,JACK MORRIS MEDIA PVT LTD,,IN,IN-General,26,6700,6050,477000,11850,45000,155000,45500,2002500,26100,28800,64500,5350,10400
AR26697585431412736,LAURA KELLY FOR KANSAS,FEC ID 82-3664997,US,US-Federal,21,36300,31650,2650000,61850,234900,816000,236000,10222500,136100,147450,327750,27900,55200
AR266995095767613440,EMILY'S LIST,FEC ID C00193433,US,US-Federal,229,61700,55100,4453250,107800,412200,1437000,411500,18562500,240600,263475,582000,48400,95600
AR267077971456557056,TRACY MITRANO FOR CONGRESS,FEC ID C00654525,US,US-Federal,5,4400,3900,325250,7625,29000,101000,29000,1282500,16800,18375,40500,3400,6800
AR267094670289403904,SHELLEY LUTHER CAMPAIGN,EIN ID 85-2724564,US,US-Federal,8,500,450,38000,850,3300,12000,3500,157500,1900,2100,4500,400,800
AR267629926293700608,"ANDREW CUOMO 2018, INC.",EIN ID 13-4153895,US,US-Federal,46,166000,144350,12011500,282350,1072800,3717000,1077000,46672500,621900,671850,1498500,127600,251000
AR267884257077100544,Krist for Nebraska,EIN ID 82-5401985,US,US-Federal,3,1900,1650,137250,3200,12100,42000,12000,532500,7000,7650,17250,1450,2800
AR268046916078534656,MARCO RUBIO FOR SENATE 2016,EIN ID 81-2948763,US,US-Federal,3,3600,3200,249750,6300,23800,82000,24000,1042500,13700,15225,33750,2900,5400
AR268173085037821952,CRESENT HARDY FOR CONGRESS,FEC ID C00666461,US,US-Federal,4,1400,1200,98250,2325,8900,31000,9000,382500,5100,5550,12000,1050,2000
AR26844576392151040,FRIENDS OF JENNIFER BOYSKO,EIN ID 83-2310503,US,US-Federal,75,9700,8500,691750,16650,63200,220000,63500,2737500,36600,39675,87000,7550,14400
AR268683945627877376,KENNEY FOR PHILADELPHIA,EIN ID 46-2828393,US,US-Federal,1,800,700,54750,1375,5200,18000,5000,225000,3000,3375,7500,600,1200
AR268691161172934656,GREGORY J PULLES,Registered in Minnesota 18566,US,US-Federal,3,400,350,29500,650,2500,9000,2500,120000,1500,1650,3750,300,600
AR268709096956362752,TOP 09,,"CZ, EU, SK",EU-Parliament,264,1600,1350,113000,2675,10200,36000,10000,465000,6000,6600,14250,1200,2400
AR268766065402576896,RELENTLESS POSITIVE ACTION PAC (RPA PAC),FEC ID C00587030,US,US-Federal,9,700,650,49750,1225,4600,16000,4500,202500,2700,2925,6750,550,1000
AR268868319983960064,HANGER CAMPAIGN FUND,EIN ID 54-1998207,US,US-Federal,1,300,200,17500,425,1700,6000,1500,75000,1000,1050,2250,200,400
AR26941677012779008,ROITHMAYR FOR ASSEMBLY,Registered in New York A23172,US,US-Federal,1,800,650,57500,1325,5100,18000,5000,232500,3000,3225,6750,600,1200
AR269671513228050432,"MCEWEN, JEN SENATE COMMITTEE",Registered in Minnesota 18581,US,US-Federal,28,1500,1300,113500,2550,9700,34000,9500,450000,5700,6300,13500,1150,2200
AR2697102022934528,DEFENDING MAIN STREET SUPER PAC,EIN ID 46-1657237,US,US-Federal,3,21000,18450,1532250,36050,137100,476000,137500,5932500,79400,85950,190500,16150,31600
AR269945291623366656,ANTHONY TSONIS,Registered in Florida 75595,US,US-Federal,6,100,100,7750,175,700,2000,500,30000,400,450,750,100,200
AR270050088825389056,VIRGINIA LEAGUE OF CONSERVATION VOTERS,EIN ID 54-1973929,US,US-Federal,28,17100,15400,1212750,30175,114600,397000,115000,5107500,66400,73275,165750,13500,26800
AR270125542810845184,CLAIRE CHASE FOR CONGRESS,EIN ID 84-2811374,US,US-Federal,4,500,450,34750,850,3200,11000,3500,142500,1900,2100,4500,400,800
AR270159146634969088,SCOTT FRANKLIN FOR CONGRESS,FEC ID C00742247,US,US-Federal,2,2000,1750,147750,3375,13100,46000,13000,607500,7700,8400,18000,1550,3000
AR27032936477884416,COMMITTEE TO ELECT CODY DAVIS,Registered in Colorado 20195036275,US,US-Federal,8,3400,3050,259750,6000,23200,82000,23000,1065000,13600,14850,32250,2750,5400
AR270348606232330240,NABILAH FOR GEORGIA,FEC ID C00697144,US,US-Federal,12,3300,2950,247000,5775,22400,79000,22000,1027500,13200,14325,31500,2650,5200
AR270416432355868672,SUPPORTERS OF MOLLY KELLY,EIN ID 82-4569782,US,US-Federal,37,1400,1250,103750,2400,9100,32000,9000,397500,5300,5700,12750,1100,2200
AR270736390239551488,WALLER FOR GOVERNOR,EIN ID 35-2652488,US,US-Federal,8,400,300,25750,625,2400,8000,2500,105000,1400,1500,3750,300,600
AR270861665845641216,ΔΗΜΙΟΥΡΓΙΑ ΞΑΝΑ,,"EU, GR",EU-Parliament,78,2300,2050,157750,3975,15100,52000,15000,660000,8700,9600,21750,1800,3400
AR271093594079625216,KEN RUSSELL CAMPAIGN,EIN ID 83-2841986,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR271193993235136512,SOCIALDEMOKRATIET,,"DK, EU",EU-Parliament,154,264500,235100,18591500,459825,1747400,6049000,1755000,77040000,1009700,1119525,2498250,206100,401800
AR27121722041827328,THE CENTER FOR REPRODUCTIVE RIGHTS,EIN ID 13-3669731,US,US-Federal,21,13400,12100,956750,23650,90000,312000,90000,4005000,52200,57600,128250,10600,20800
AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,US,US-Federal,652,2211800,1935700,161892750,3786025,14387700,49999000,14440500,624967500,8341400,9025650,20031000,1702850,3347600
AR271453821576675328,MOLLY GRAY FOR VERMONT,EIN ID 84-4270342,US,US-Federal,23,1200,1000,90250,2000,7600,27000,7500,352500,4500,4950,10500,900,1800
AR27152783245312000,"INNOVATIVE MULTIMEDIA GROUP, LLC",EIN ID 27-0147095,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR27174017563623424,ENVIRONMENTAL DEFENSE ACTION FUND,EIN ID 90-0080500,US,US-Federal,25,2700,2400,191250,4725,18000,62000,18000,795000,10300,11550,25500,2050,4000
AR27184669082517504,MARIAN MATTHEWS FOR HD27,EIN ID 84-3178321,US,US-Federal,4,500,450,37250,875,3400,12000,3500,157500,2000,2175,4500,400,800
AR272024399392014336,ΣΠΥΡΟΣ ΑΝΔΡΙΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ Ε.Ε.,,"EU, GR",EU-Parliament,37,700,600,47250,1175,4500,15000,4500,195000,2600,2850,6750,550,1000
AR272113940870201344,CITIZENS FOR MONZEL,Registered in Ohio 15199,US,US-Federal,20,100,50,4750,100,400,1000,500,22500,200,300,750,50,0
AR272133525921071104,AFG GROUP INC.,EIN ID 82-1315176,US,US-Federal,2,33500,29350,2449000,57400,218100,758000,219000,9457500,126400,136800,303000,25750,50600
AR272140397868744704,AHKERIEN AJATUSTEN SEURA RY,,"EU, FI",EU-Parliament,9,9600,8600,669000,16775,63700,221000,64000,2797500,36900,40875,92250,7550,14600
AR272172421144903680,SANDY SENN FOR STATE SENATE,EIN ID 82-4448585,US,US-Federal,6,2200,1950,161500,3850,14800,52000,14500,682500,8700,9450,21000,1700,3400
AR272197091437051904,IHSSANE FOR CONGRESS,FEC ID C00706226,US,US-Federal,76,39800,33750,2966500,65975,253500,883000,251000,11805000,148500,163125,348000,30400,60200
AR272269384326578176,Sanjay Saraogi,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR272410946448654336,BRIAN POPIEL FOR HD 64,EIN ID 85-0533655,US,US-Federal,7,200,200,16000,375,1500,5000,1500,67500,900,900,2250,150,400
AR272567901733519360,LIAM MADDEN,Registered in Vermont,US,US-Federal,10,600,550,44250,1050,4000,14000,4000,180000,2300,2550,5250,450,1000
AR273259425827913728,SWING LEFT,FEC ID C00632133,US,US-Federal,74,3200,2750,218500,5375,20300,71000,20500,885000,11800,12825,28500,2400,4600
AR273289731117154304,THE COMMITTEE TO KEEP UP WITH JONES,EIN ID 84-3378194,US,US-Federal,4,700,650,53750,1250,4800,17000,5000,225000,2900,3075,6750,550,1200
